"ID","Sexe","Age","Contrat","Temps","Encadre","Ancienne","Secteur","TailleOr","PGC2","PGC3","PGC4","CSE4","CSE5","CSA5","EVPVP3","EVPVP4","EVPVP5","RECO1","RECO3","RECO5","JUST3","JUST4","JUST6","PPD1","PPD2","PPD3","COM3","COM4","COM5","DL3","DL4","DL5","PI1","PI2","PI3","PD1","PD3","PD5","ENG1","ENG2","ENG3","EPUI1","EPUI2","EPUI3","EPUI4","EPUI5"
"1222","2","37","2","2","1","0.42","3","1","3","4","4","4","5","5","3","3","3","5","4","5","5","5","5","5","3","4","5","4","4","5","4","4","5","5","4","4","5","4","3","3","3","3","4","4","3","3"
"1223","1","26","1","1","1","1","1","3","4","4","4","4","5","4","3","5","5","5","4","4","5","3","5","4","3","4","5","4","5","5","5","3","5","4","3","4","4","5","3","5","3","3","4","4","1","1"
"1224","2","54","1","1","3","3","1","1","5","5","3","4","4","5","3","4","5","4","4","4","4","5","4","4","5","3","4","4","4","3","4","3","4","4","4","4","4","4","4","4","4","1","2","1","1","1"
"1225","2","51","1","1","3","25","1","3","3","4","4","4","4","4","3","2","4","5","5","4","4","4","2","2","2","4","4","4","5","4","3","3","4","4","3","2","3","4","4","4","4","2","3","3","3","2"
"1226","2","43","1","1","1","8","3","3","4","3","3","4","3","3","4","3","4","2","3","3","2","3","2","2","3","3","3","3","3","3","2","3","3","4","3","3","3","3","2","2","3","2","3","3","3","2"
"1227","2","23","1","2","1","1","1","4","3","3","3","3","3","3","4","5","2","3","3","3","2","5","4","5","5","5","2","3","4","5","4","3","3","3","5","4","5","3","3","3","3","5","5","5","5","5"
"1228","2","31","1","1","1","3","1","2","4","2","3","2","2","2","4","3","4","5","4","4","2","2","5","1","2","2","3","4","2","3","2","2","4","3","1","4","4","4","5","5","5","1","2","1","1","1"
"1229","1","52","1","1","1","34","1","3","3","3","3","4","4","4","3","2","2","4","4","3","4","3","4","2","2","2","4","4","3","3","3","3","3","3","3","3","4","4","3","4","3","3","4","3","4","3"
"1230","2","60","1","1","1","5","3","2","4","5","4","5","5","5","3","4","5","4","4","4","3","3","4","1","1","1","5","4","4","3","4","3","5","5","5","5","5","5","4","4","3","2","1","4","2","2"
"1231","1","51","1","1","1","28","3","5","4","4","4","4","4","5","2","2","2","2","2","3","3","2","2","1","1","1","2","3","4","1","2","1","3","4","4","3","4","4","3","4","3","2","2","2","2","4"
"1232","2","59","1","1","1","25","1","2","3","3","2","3","2","4","1","2","2","2","3","3","3","2","2","2","2","2","2","4","2","2","3","3","4","4","3","2","4","4","4","3","3","2","2","2","2","2"
"1233","1","34","1","1","1","10","3","5","5","5","4","3","2","3","3","4","2","2","3","2","2","3","3","2","3","2","4","3","2","5","3","2","4","2","2","3","2","2","1","1","1","4","3","4","3","5"
"1234","1","52","1","1","2","23","3","5","5","4","5","5","4","5","4","3","5","3","4","4","5","4","5","4","4","5","4","4","5","4","4","4","5","4","5","5","5","5","4","4","3","1","2","1","1","2"
"1235","2","46","1","1","1","25","1","2","4","3","4","3","3","1","3","3","1","3","3","3","3","4","2","2","2","2","4","4","3","3","3","4","3","4","3","4","4","4","4","4","3","3","4","4","4","3"
"1236","1","59","1","1","2","32","3","3","5","4","3","4","5","5","2","4","4","5","4","4","4","3","4","2","3","3","4","4","4","4","1","4","3","4","4","5","4","5","5","5","5","2","2","2","2","2"
"1237","2","41","1","1","1","11","3","5","4","4","4","3","4","4","5","4","4","2","2","2","4","3","4","2","3","2","3","4","4","3","4","4","3","3","4","4","4","3","4","3","3","3","3","2","3","2"
"1238","1","27","1","1","1","2","1","3","3","3","2","5","4","4","4","2","5","4","4","4","3","3","4","1","2","3","4","2","1","2","4","3","3","4","3","2","2","2","4","4","4","3","4","3","4","3"
"1239","1","48","1","1","2","12","1","3","3","2","1","5","3","4","1","4","3","3","2","4","3","3","3","3","2","3","2","4","4","5","3","3","3","3","3","1","2","3","5","5","3","2","2","2","2","2"
"1240","2","59","1","1","2","15","1","1","3","2","4","4","3","4","3","1","5","5","4","5","2","2","3","2","2","2","2","4","2","2","3","3","3","4","2","2","3","5","4","4","4","2","2","2","2","2"
"1241","2","31","1","1","1","6","2","2","5","5","1","3","1","2","4","1","5","3","3","3","3","4","1","1","1","2","3","3","2","2","4","2","5","4","1","4","3","4","5","5","3","3","4","1","3","3"
"1242","2","50","1","1","2","8","1","3","4","4","4","4","3","4","1","1","1","4","4","2","3","3","2","3","2","2","4","5","4","4","4","4","3","3","5","3","4","3","4","4","4","2","2","2","2","2"
"1243","1","23","2","1","1","0.42","1","2","2","2","4","3","2","3","2","2","4","3","4","2","4","4","4","2","2","2","3","4","3","4","4","3","3","4","3","2","3","3","5","2","3","5","2","4","1","5"
"1244","1","23","1","1","1","2","1","1","3","4","3","4","1","2","5","1","5","5","4","1","3","1","5","1","3","5","3","3","3","3","4","3","2","3","3","1","3","3","5","5","5","5","5","5","5","5"
"1245","1","55","1","1","2","23","1","5","4","3","4","4","4","4","3","3","2","3","3","2","5","3","3","2","2","2","4","4","4","3","3","3","4","4","4","4","4","4","4","5","5","3","4","4","4","3"
"1246","2","42","1","1","1","8","2","2","1","4","5","4","3","3","3","1","3","2","4","3","1","5","1","2","4","3","5","3","5","3","3","1","5","3","5","1","3","3","4","5","3","3","3","3","3","4"
"1247","1","50","1","1","2","25","3","5","4","3","4","4","3","4","4","4","4","3","3","3","3","4","4","3","3","3","3","4","4","3","4","3","4","3","4","4","4","4","3","3","4","4","4","3","4","4"
"1248","1","53","1","1","1","25","2","2","4","3","2","4","3","4","4","1","5","2","2","3","2","3","2","2","1","2","4","4","4","3","3","2","4","4","3","2","2","2","4","5","4","2","3","2","2","2"
"1249","2","35","1","1","1","4","2","2","4","3","1","3","2","4","3","1","5","3","4","3","1","2","2","2","2","2","5","4","4","4","3","3","4","3","3","1","3","4","4","4","4","3","3","2","4","2"
"1250","1","50","1","1","3","20","1","3","4","4","4","5","4","4","3","2","3","4","4","4","4","3","4","4","4","4","4","4","4","4","4","4","3","4","3","4","4","4","4","4","4","2","2","2","2","2"
"1251","2","53","1","1","1","6","3","2","4","4","4","4","4","4","3","2","3","4","4","4","4","4","4","4","4","4","4","4","4","4","4","4","5","4","3","3","4","3","4","4","3","1","3","1","1","1"
"1252","2","31","1","2","1","10","2","2","3","1","1","2","1","2","3","1","2","1","1","1","2","3","1","1","1","1","2","2","4","4","4","3","3","3","1","3","2","2","3","3","3","3","3","3","2","3"
"1253","2","60","1","1","1","16","1","3","4","4","4","5","4","4","4","3","4","4","4","3","2","2","4","2","2","2","4","4","3","2","4","3","4","4","4","3","4","4","3","3","3","2","3","3","3","2"
"1254","2","61","1","1","1","35","3","5","5","4","4","3","3","5","2","3","2","4","4","3","1","2","2","1","2","1","5","5","3","2","5","3","3","4","4","2","3","4","4","4","4","5","5","5","5","1"
"1255","2","57","1","2","2","30","2","2","5","4","3","4","3","4","4","3","4","4","4","4","4","3","4","2","3","3","4","4","4","4","4","4","4","4","4","3","2","4","2","3","4","4","4","4","4","4"
"1256","2","24","3","2","1","1","3","1","4","3","4","4","3","4","5","5","5","4","5","3","4","3","5","2","4","4","3","5","5","4","4","3","5","5","3","3","4","4","4","4","3","1","1","1","1","1"
"1257","2","27","2","1","3","0.5","3","1","4","4","1","4","3","5","2","1","4","5","5","5","5","4","5","4","4","4","5","5","5","4","1","3","3","3","3","4","3","4","5","5","5","1","4","1","3","1"
"1258","2","55","1","1","2","15","1","2","4","4","5","5","5","4","3","4","4","4","4","4","4","3","4","2","2","2","4","4","3","2","4","4","4","4","3","5","4","5","3","3","3","3","3","3","2","3"
"1259","1","37","1","1","2","7","1","3","4","4","4","5","4","4","2","1","3","4","4","3","4","4","4","2","3","2","3","2","3","3","5","3","5","4","3","3","3","4","2","2","2","4","4","2","3","1"
"1260","2","23","1","1","1","0.5","3","2","4","3","3","2","2","4","3","3","2","4","","2","4","3","4","3","3","2","2","2","3","3","3","3","3","2","4","3","4","4","3","3","3","3","4","3","3","3"
"1261","1","29","1","1","2","7","1","4","4","4","3","3","4","3","1","4","4","3","4","3","5","3","2","1","2","2","3","5","3","5","3","4","3","3","3","4","4","4","3","3","2","2","2","2","2","2"
"1262","1","31","1","1","1","1","3","5","4","4","5","2","2","3","2","4","3","2","2","2","1","1","1","1","1","1","3","2","1","4","4","2","3","3","1","1","1","1","2","5","4","4","4","4","4","5"
"1263","2","54","1","1","1","18","1","3","3","3","5","5","3","4","2","4","5","4","4","5","4","4","5","2","4","4","4","5","5","3","4","5","3","4","4","4","4","4","2","4","2","2","2","4","4","1"
"1264","1","23","2","1","1","1","1","3","3","3","4","4","3","4","2","1","2","2","4","1","3","3","4","1","1","1","4","4","4","2","4","2","4","4","4","3","4","4","4","2","2","2","2","3","2","4"
"1265","1","42","1","1","3","8","1","2","5","4","4","5","5","5","2","1","2","5","4","5","5","5","5","1","1","1","5","4","4","4","4","5","2","4","4","4","4","5","4","4","4","2","4","1","1","1"
"1266","1","48","1","1","3","18","1","3","3","3","3","4","4","3","2","2","4","4","3","4","4","4","5","4","4","4","4","4","3","3","4","4","3","4","3","3","4","4","5","5","4","1","2","2","2","1"
"1267","2","40","1","2","2","6","1","5","5","5","5","3","3","5","5","5","5","4","4","4","5","4","5","1","3","3","5","4","4","5","5","5","5","5","5","2","2","3","4","5","4","1","1","1","1","1"
"1268","2","54","1","1","2","30","1","2","5","4","4","5","4","5","5","5","5","4","5","4","5","5","3","1","1","1","4","4","4","5","5","4","5","4","5","4","5","4","3","4","3","1","3","1","2","1"
"1269","1","40","1","1","1","11","1","3","3","3","4","4","4","4","3","1","4","1","2","1","3","2","3","1","2","2","2","3","3","3","3","4","3","4","4","4","4","4","3","4","3","3","3","2","3","3"
"1270","1","56","1","1","3","10","1","2","4","4","5","5","5","4","3","5","4","4","4","4","5","3","5","3","2","3","4","4","5","5","4","4","4","4","4","4","4","4","3","3","3","2","2","1","1","1"
"1271","2","39","1","2","1","15","2","1","3","3","4","4","3","4","4","2","5","5","4","5","5","4","5","3","4","4","3","3","3","4","3","3","4","5","4","3","3","3","4","3","3","1","1","1","1","1"
"1272","2","26","1","1","1","3","1","1","5","5","5","5","5","4","4","3","4","5","4","5","5","5","5","5","5","5","5","5","5","5","5","5","4","5","4","3","4","4","5","5","4","2","2","2","2","2"
"1273","1","43","1","1","1","14","1","3","3","2","3","4","2","3","3","1","5","2","4","3","2","3","3","2","3","2","3","4","3","3","2","3","4","5","3","3","3","4","4","4","4","1","4","3","3","2"
"1274","2","52","1","1","1","30","3","5","5","5","4","5","5","5","5","4","5","4","5","5","5","3","5","4","3","5","4","5","5","4","5","4","5","5","5","4","4","4","4","5","5","2","4","3","3","2"
"1275","2","30","1","1","1","3.5","1","5","3","5","5","3","3","4","2","1","4","4","3","3","4","3","4","1","3","2","4","4","2","4","4","3","4","4","4","3","3","5","3","5","3","3","4","4","3","3"
"1276","1","22","1","1","1","0.6","1","3","4","4","5","3","3","5","4","1","5","4","4","4","5","4","4","4","3","3","3","4","3","4","4","4","4","4","3","4","4","4","3","4","3","1","2","3","1","1"
"1277","2","55","1","1","1","0.5","1","2","3","3","3","4","3","3","5","1","4","5","4","4","5","4","4","4","3","3","3","4","4","3","2","3","3","4","4","2","1","2","4","4","3","1","2","2","2","1"
"1278","2","25","2","1","1","3","1","5","1","1","1","1","2","1","1","1","1","1","1","2","2","3","2","3","2","2","1","1","2","2","2","1","1","1","3","1","2","1","3","3","3","2","2","4","3","4"
"1279","2","26","1","1","1","5","1","3","4","4","2","3","2","3","1","1","4","1","2","3","1","1","1","1","1","2","4","3","2","3","2","3","2","5","4","1","4","2","4","4","3","3","3","4","3","3"
"1280","2","37","2","1","1","0.5","1","4","5","5","5","5","5","4","3","1","4","5","5","5","5","4","4","4","4","2","4","5","5","4","5","5","4","3","3","3","2","3","4","4","5","3","4","3","2","3"
"1281","2","22","2","1","2","2","1","2","5","4","5","2","1","4","2","1","5","4","5","5","5","1","5","4","3","5","5","2","3","3","4","4","3","4","4","3","5","5","4","4","4","4","4","4","4","4"
"1282","2","48","1","1","1","19","1","3","3","3","4","4","3","3","2","1","4","3","3","3","2","2","3","1","1","3","5","4","2","2","4","2","4","3","3","2","4","4","5","5","2","1","3","1","2","1"
"1283","1","24","1","1","1","1","1","2","2","2","2","3","2","1","1","1","1","3","1","1","2","3","1","2","2","2","2","4","1","1","2","2","4","3","1","2","3","4","3","4","2","3","3","3","3","2"
"1284","2","25","1","1","1","3","1","3","4","4","4","4","4","4","4","3","4","4","3","4","5","3","4","4","3","4","3","3","4","3","3","3","3","4","3","3","4","4","1","2","2","4","4","4","4","3"
"1285","2","34","1","1","1","15","1","5","3","2","2","3","3","4","1","1","3","2","2","1","2","2","2","1","3","3","2","2","3","4","3","3","4","3","4","3","4","4","3","1","3","3","3","4","3","4"
"1286","2","41","1","1","1","7","1","3","3","2","3","2","3","2","2","2","2","2","1","1","2","2","1","3","2","2","2","3","1","3","3","3","3","1","3","3","3","3","3","2","3","3","3","3","3","3"
"1287","2","33","1","1","1","7","1","3","4","3","3","3","2","2","2","1","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","3","2","2","1","1","2","4","4","3","2","3","3","3","2"
"1288","1","23","1","1","2","5","1","2","4","4","4","5","5","5","3","2","3","4","5","5","5","5","5","3","3","3","4","4","5","4","4","4","4","3","4","3","2","2","5","5","4","2","3","4","3","1"
"1289","2","51","1","1","1","29","3","4","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","3","5","5","5","5","5","5","5","1","5","5","5","5","5","3","3","3","3","3","3","3","3"
"1290","2","40","1","1","1","5","1","3","2","3","3","3","2","2","2","1","2","1","1","2","4","3","2","2","2","3","2","2","3","2","2","3","3","3","3","1","3","3","2","4","4","5","5","4","4","3"
"1291","2","28","1","1","2","3.5","1","2","3","4","4","5","4","4","4","3","5","4","4","3","2","4","4","2","3","2","4","4","4","4","4","4","4","4","3","5","4","5","3","3","3","1","4","2","2","1"
"1292","2","22","2","1","1","0.019","1","3","5","3","4","3","3","3","2","4","4","4","5","5","4","3","5","3","3","4","5","5","5","4","4","5","5","5","4","5","5","5","3","3","4","1","4","3","3","1"
"1293","2","23","1","1","1","0.6","1","3","3","3","3","2","3","3","4","1","4","2","3","4","2","2","3","2","1","2","3","3","3","3","3","3","4","4","3","3","3","4","4","4","4","1","1","1","1","1"
"1294","2","22","1","1","1","2.5","1","3","3","4","3","3","3","3","2","3","3","4","3","3","4","3","4","3","4","4","2","2","2","3","3","3","4","3","3","2","2","2","3","3","2","1","2","1","1","1"
"1295","2","55","1","1","1","33","3","5","4","5","5","5","4","5","1","5","2","4","4","4","5","2","5","3","2","3","4","4","5","5","5","5","5","3","5","3","5","5","3","4","3","1","4","3","2","2"
"1296","2","46","1","1","3","1","2","2","4","4","4","3","3","4","4","3","4","5","4","4","5","4","4","3","3","3","5","4","4","3","3","3","3","4","4","3","3","3","4","5","4","2","4","3","2","2"
"1297","2","22","2","1","1","0.3","3","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","3","5","5","5","5","5","5","5","5","5","5","5","5","5","4","4","5","1","1","1","1","1"
"1298","2","23","1","1","1","1.33","1","1","4","4","3","3","4","3","3","1","4","5","4","5","5","4","5","3","4","4","2","2","4","4","3","4","4","3","3","3","3","3","5","5","5","2","5","3","4","1"
"1299","2","26","1","1","1","1.5","3","2","5","5","5","4","3","5","5","1","5","4","3","4","5","5","5","4","4","5","5","4","4","3","4","3","5","5","1","4","4","4","4","5","5","1","1","2","2","2"
"1300","2","28","1","1","1","5.25","1","1","4","5","1","3","3","3","5","2","4","5","3","3","3","4","4","2","4","3","4","4","4","1","3","1","4","3","3","2","2","2","4","4","3","3","4","2","3","3"
"1301","2","50","1","1","2","3","3","2","4","5","4","4","4","5","4","2","3","5","5","4","5","5","5","4","4","3","4","5","5","3","5","5","4","4","4","3","3","3","5","5","5","1","1","1","1","1"
"1302","1","52","1","1","1","7","1","4","4","2","3","4","2","4","3","3","3","2","2","2","1","1","2","1","1","1","1","1","1","2","2","2","4","2","2","4","4","4","1","1","1","5","5","5","5","5"
"1303","2","54","1","2","1","16","3","1","3","2","3","5","2","1","4","1","3","2","3","3","1","3","3","3","1","3","1","3","1","3","3","3","5","3","3","4","3","5","3","3","3","3","3","3","3","1"
"1304","2","21","2","1","1","1.5","3","3","5","5","5","5","4","5","4","2","3","5","5","5","4","5","5","4","5","4","5","5","4","5","4","5","5","5","4","3","4","3","3","4","2","1","2","1","1","1"
"1305","1","50","3","1","1","0.6","1","1","2","1","1","2","1","2","2","1","1","2","2","1","1","2","1","1","1","3","2","3","2","1","2","3","3","3","2","2","1","3","3","4","4","4","4","4","4","4"
"1306","1","27","1","1","1","6","1","4","1","1","3","4","1","3","4","1","4","1","1","1","1","1","1","1","1","1","3","1","1","3","3","3","1","1","1","3","3","1","1","1","1","5","1","1","1","5"
"1307","1","48","1","1","1","25","3","5","5","2","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","5","5","5","5","5"
"1308","2","19","2","1","1","0.5","3","4","3","4","3","3","2","3","4","1","3","3","3","3","2","2","2","2","2","2","4","4","3","3","3","3","3","3","3","3","3","3","3","3","2","2","3","2","2","3"
"1309","1","22","1","1","1","1","1","2","4","4","4","4","2","4","4","1","5","3","3","3","5","3","5","2","2","4","3","3","3","3","3","3","4","3","4","3","4","4","3","3","3","2","3","3","2","2"
"1310","1","44","1","1","1","21","3","4","3","1","1","1","1","1","2","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","5","5","5","5","5"
"1311","2","24","1","1","1","1.5","3","5","3","5","4","3","3","4","2","1","2","2","2","2","4","3","5","2","3","2","3","4","4","4","3","3","2","4","2","2","2","2","4","5","4","1","1","1","1","4"
"1312","2","43","1","1","1","19","3","3","4","2","4","2","2","2","2","3","3","1","2","1","2","2","2","2","2","2","4","2","2","2","2","2","2","4","2","3","3","4","4","5","4","3","4","4","3","4"
"1313","2","41","1","1","1","20","3","2","5","4","3","2","3","2","1","1","1","2","1","2","2","2","2","1","1","1","4","4","2","2","4","2","2","2","1","3","3","4","2","4","4","4","4","3","4","4"
"1314","2","42","1","1","2","2","2","5","3","2","4","2","4","4","2","2","3","3","3","3","4","2","4","2","2","2","3","2","3","2","2","3","3","4","3","3","4","4","4","4","3","5","5","5","5","5"
"1315","1","47","1","1","1","20","3","5","2","3","2","2","2","1","3","2","3","2","1","1","1","2","1","1","1","1","2","3","3","2","2","3","2","3","3","3","3","3","1","1","1","4","5","4","4","5"
"1316","1","26","1","1","1","10","1","1","3","3","2","3","4","3","5","4","4","5","5","3","5","4","4","4","4","5","2","2","4","5","3","3","5","4","3","1","2","4","4","5","5","1","2","3","3","2"
"1317","2","23","1","1","2","3","1","2","3","5","5","4","5","4","5","5","5","5","5","5","5","5","5","1","1","2","5","5","5","5","5","5","4","5","5","3","4","3","5","5","5","1","1","1","1","1"
"1318","2","39","1","1","1","13","1","5","4","3","4","4","4","4","5","5","5","3","4","4","4","3","3","1","1","1","2","4","5","4","4","4","4","4","4","4","4","5","2","1","1","2","2","5","4","5"
"1319","2","25","2","1","1","1","1","1","3","2","1","2","1","3","2","1","4","3","3","3","1","3","1","1","2","2","2","3","2","2","3","1","3","2","2","1","2","2","1","3","2","3","4","4","4","5"
"1320","2","40","1","1","2","7","1","1","5","5","4","5","5","5","1","1","3","5","5","5","5","5","3","3","2","3","5","5","3","5","5","4","5","5","1","1","1","5","4","5","4","4","5","1","4","1"
"1321","2","51","1","1","1","22","1","4","3","3","4","2","2","4","3","5","2","2","3","2","2","2","3","2","3","3","4","4","3","3","2","4","4","4","4","2","2","2","3","4","3","2","4","3","3","1"
"1322","2","42","1","2","1","10","1","4","4","2","2","3","2","4","2","4","4","3","3","3","3","2","4","1","2","1","3","3","4","2","3","3","4","3","3","2","4","4","3","4","2","1","1","1","1","4"
"1323","2","27","1","1","1","3","1","4","5","5","4","4","5","4","3","1","3","5","4","4","4","4","4","2","2","2","4","4","2","2","4","5","4","3","3","3","3","5","4","5","5","3","4","4","4","1"
"1324","1","23","1","1","1","5","1","2","4","4","4","5","4","4","4","2","4","5","4","4","5","5","4","5","3","4","4","4","4","4","4","4","5","4","4","4","4","4","4","4","3","1","1","1","2","1"
"1325","1","45","1","1","2","26","3","3","3","3","4","3","3","4","1","1","1","4","2","3","2","4","4","3","3","3","5","4","2","4","4","4","3","3","2","4","4","4","4","5","5","1","1","1","1","1"
"1326","2","44","1","1","3","20","3","1","1","3","1","1","1","1","1","1","1","1","1","1","3","3","3","1","1","5","4","3","3","3","1","3","3","3","1","1","3","1","5","5","4","2","5","3","4","5"
"1327","2","49","1","1","1","3","1","3","5","1","3","1","1","5","5","2","2","3","2","1","1","3","1","1","1","1","3","1","2","2","1","2","3","3","1","1","3","3","1","2","1","1","2","1","1","1"
